,16288
ترانس,2
خسارت,2
ولم,2
عمری,2
چرخه,2
خودتان,2
مشغول,2
گرفتی,2
کریستالی,2
سیبلانس,2
دک,2
دیستورت,2
طلا,2
حجیم,2
00,2
شارپ,2
اونهمه,2
جهیزیه,2
سقفی,2
ایرباد,2
S8,2
اغراق,2
ناخواسته,2
خاصى,2
درهاش,2
نچندان,2
وکاربردی,2
اندر,2
کاغذی,2
رسی,2
559,2
کالاها,2
گچ,2
محلول,2
متوقف,2
ارزد,2
383,2
عذاب,2
بتن,2
ناخوشایندی,2
ناکارآمد,2
حیاط,2
بنزینی,2
ساقه,2
تیفه,2
کارامدی,2
اسیبی,2
قدرته,2
ماگ,2
شیرین,2
برگشتم,2
دوروز,2
خوردنش,2
متور,2
هندونه,2
غلیظ,2
خوردکنش,2
استیک,2
توشگفت,2
دیمری,2
بازیافتی,2
مکنده,2
هوشمندانه,2
مفیدی,2
ایرلنی,2
باتخفیف,2
ناخوشایند,2
ماکزیمم,2
بعلت,2
گرماش,2
پرمصرف,2
بستر,2
نمیگیرم,2
توانست,2
دلگرم,2
یافته,2
بلندش,2
میرزه,2
جنسهای,2
پیچها,2
ساختمان,2
آلمانه,2
128077,2
ظاهریش,2
محکمتر,2
وطی,2
جغجغه,2
فلزش,2
انسانی,2
بولت,2
اتوها,2
شستم,2
گوشتهای,2
مارپیچ,2
نظارت,2
جاروکشی,2
اینجانب,2
لولایی,2
نیامده,2
درامی,2
درام,2
بیافته,2
ارّه,2
مسلماً,2
خواندم,2
تحویلی,2
جارویی,2
جاروهای,2
ندرت,2
اتوشویی,2
ساختارش,2
استفادش,2
g200,2
Q1,2
male,2
هدایت,2
المان,2
گیریش,2
سالادساز,2
ترکی,2
اعلم,2
قورى,2
غوطه,2
یافتن,2
ازدیاد,2
طالبی,2
سوراخهای,2
TWK8613,2
قیژ,2
گ,2
ماکیتا,2
جین,2
الماسش,2
سنگک,2
ایشان,2
بیورر,2
پلو,2
اتصالاتش,2
وساخت,2
گوناگون,2
دوسو,2
مغناطیسی,2
کوتاهه,2
خ,2
جنسه,2
تونیم,2
دشوار,2
اسلوونی,2
big,2
پزه,2
منوال,2
برایش,2
چهارخونه,2
تاکسی,2
a5,2
کابلL16,2
x5,2
2nd,2
بدانید,2
A5,2
تای,2
کچل,2
بابتش,2
توسن,2
x1,2
مالزیه,2
dts,2
MUM84MP1,2
گوشتکوب,2
تاش,2
بااینکه,2
خودِ,2
مرغوبیت,2
روسیه,2
دراصل,1
رزگلده,1
بدونند,1
گوریلا,1
ازهرنظرعالیه,1
نقدوایرادی,1
وشکستنش,1
U11,1
u11,1
اس8,1
Intelligent,1
چشمای,1
intelligent,1
چشمان,1
selective,1
focus,1
جسم,1
برسونه,1
بلوغ,1
باب,1
نمیتونستم,1
دوربینشم,1
بگیرمش,1
بینظیریه,1
آهسته,1
میرنه,1
4g,1
نرفته,1
ترغیب,1
کوچیکِ,1
تغییراتی,1
نرمافزاری,1
شکلک,1
کرات,1
هموار,1
برایشان,1
حاصل,1
نشدهاست,1
آنهم,1
سانتیمتری,1
آنست,1
تأیید,1
کابردیه,1
دستیار,1
اسامی,1
دستورات,1
هوآوی,1
رضایتبخشه,1
موعد,1
حدیثی,1
نمیگداره,1
کشیدست,1
دستا,1
دورینش,1
غوغا,1
کاربدیه,1
البیته,1
شناسوندم,1
رجوع,1
ایتم,1
گوشیشون,1
نگیرند,1
لباسشون,1
بزارند,1
سوییج,1
ایکون,1
پسورد,1
هاو,1
اطلاهات,1
اعتقاد,1
پرچم,1
زندگیشون,1
دکس,1
فیدیبو,1
کاربریه,1
ارزشمند,1
بدوستان,1
جووون,1
اسپیکرهاش,1
موعدش,1
باگارانتی,1
مایکروتل,1
بنویسی,1
فشاربدی,1
مینویسه,1
خودکاری,1
تماسش,1
زجر,1
آوره,1
پیامش,1
هکر,1
چاچا,1
گوشیای,1
چندبارم,1
گلسی,1
قابی,1
نداختم,1
عالیشم,1
4جی,1
بدیشه,1
عالییییه,1
2ساله,1
بمدت,1
خرابش,1
ایرادتشم,1
اندازیه,1
بستگانم,1
چشمه,1
میبینیش,1
نمایی,1
Mortal,1
kombat,1
واقها,1
سنگینیه,1
suit,1
Gaming,1
asfalt,1
گیمرا,1
نزاشته,1
Night,1
بحبود,1
Face,1
unlock,1
ترکیبی,1
Clash,1
Clans,1
Asfalt,1
میدیید,1
Huawei,1
P10,1
وتو,1
توپه,1
خواندید,1
سرعتشم,1
ضمخت,1
استفادتون,1
استفادست,1
میگیرنش,1
نیوفتاده,1
دیتای,1
اسپیکرش,1
گزگز,1
اینستا,1
فیلمتون,1
FullHD,1
بگردید,1
ایگرگ,1
تواناییهاش,1
آرنا,1
جاوا,1
g2,1
g6,1
حرفم,1
سامسوگ,1
هوواوی,1
نگیره,1
وایدش,1
مرکزیشون,1
LG6,1
v20,1
amp,1
V20,1
Hi,1
fi,1
Quad,1
جذبتون,1
G6,1
PLUS,1
مشکلاتشو,1
فست,1
فوقلعادست,1
دریغ,1
پردازس,1
تحویلم,1
بودوهنوزم,1
کوبیدمش,1
یکش,1
دومش,1
همونم,1
هرقیمتیم,1
نوجوانان,1
سن,1
وسال,1
کنیدو,1
نگرفته,1
بگیرند,1
HTC620,1
شوربختانه,1
سامتل,1
قشم,1
کمتراز18ماه,1
نفهمیدنم,1
درستم,1
خودبه,1
گیرمیکرد,1
ضعییف,1
گوشیو,1
دونبال,1
sdcard,1
کینگ,1
دیتاهای,1
داشتین,1
دزدیدن,1
بیکیفت,1
نوشتین,1
ازفروش,1
چییش,1
پترن,1
ازون,1
دیوانه,1
وار,1
ترکوندمش,1
نگفت,1
سوکتش,1
شارژری,1
بگردم,1
مگ,1
سلفیشه,1
مساله,1
recorder,1
منجمله,1
مخالف,1
موافق,1
سمسونگ,1
iOS,1
عاملهای,1
لختی,1
ادیت,1
بنچمارکها,1
ارزشهای,1
نباشدصد,1
ظرفیتهای,1
پوسیدنه,1
نوی,1
سرحال,1
نویسند,1
هارا,1
دارندگان,1
رگه,1
راش,1
نقات,1
چیزیکه,1
موردنظر,1
22گیگ,1
TP,1
Link,1
7350,1
اختیارم,1
بگذارین,1
32گیگابات,1
آیپدم,1
ج,1
میکنمش,1
میلیونیش,1
بخوایید,1
new,1
edition,1
آرامش,1
میزدمش,1
روندی,1
آشغاله,1
قطعاتشو,1
سامسونگم,1
حیاطی,1
ایفا,1
Transformer,1
T102HA,1
T100,1
T100Chi,1
T100TAL,1
TAM,1
Lenovo,1
Yoga,1
Book,1
Switch,1
یوگا,1
T102,1
جامع,1
Hotspot,1
عملیه,1
مسایل,1
4pro,1
همرنگی,1
Microsoft,1
Pen,1
تزیینی,1
تفاوتشون,1
10pro,1
دسامبر,1
تخفیفها,1
آپدیتهای,1
tablet,1
ندادید,1
Surface,1
بعضیها,1
نتونستند,1
FAQ,1
پیوند,1
Accessibility,1
and,1
free,1
Now,1
Ease,1
Access,1
Contrast,1
sleep,1
قند,1
شکن,1
خونید,1
مباحث,1
هیچگاه,1
ونه,1
احتملا,1
اونهایی,1
نمیدونند,1
بپزیرید,1
میزکار,1
میکنیدکه,1
اونقدرها,1
Chrome,1
Eadge,1
DisplayPort,1
کالاتبلت,1
ادعاهایی,1
تبعه,1
هرکجا,1
تبلتتون,1
ریفربیشد,1
نوشتار,1
Recovey,1
Bootable,1
مبادا,1
مسعود,1
zbrush,1
3ds,1
Max,1
میشینم,1
دگ,1
ارز,1
باسه,1
میرین,1
Bazaa,1
قاطعیت,1
لووس,1
ویژیگی,1
سرفیسُ,1
هیچکس,1
غریبی,1
مادربورد,1
چهارصدی,1
کاربرا,1
اینطورا,1
نداشتنم,1
ولومش,1
بیتشتر,1
روشهای,1
دانشجویانی,1
اساتیدی,1
مدیرانی,1
قویاً,1
جاری,1
مهندسینی,1
تفننی,1
بعدیم,1
مرود,1
متلب,1
الگوریتم,1
هیکل,1
گندشون,1
آپدیتای,1
نداشتین,1
کامپیوترهای,1
خونگییا,1
کرک,1
قلابی,1
سوتفاهمی,1
وری,1
مرورگرتون,1
اد,1
بلاکر,1
کردمشون,1
میخونین,1
رندرهای,1
شدیییییدا,1
افسوس,1
خورم,1
همینقدر,1
بروید,1
بفروشم,1
6اس,1
کُل,1
عذر,1
بفرم,1
Flicker,1
وسایلش,1
4راحتتر,1
نکنیین,1
آنوزی,1
خیله,1
اولاً,1
up,1
فضاش,1
galaxy,1
tab,1
a,1
with,1
کوچکه,1
محضه,1
5یا6,1
365,1
رایگانه,1
گردم,1
مشخصا,1
امیدوار,1
بکاپ,1
امن,1
تکس,1
هستس,1
نایابه,1
Photoshop,1
بنشینم,1
هوشمندتون,1
aaaa,1
هوررررررا,1
تکرارشون,1
خیلیااز,1
شکایت,1
کانادا,1
بکیره,1
مالیات,1
گیک,1
ضدخش,1
اکر,1
کیبرده,1
تقریباتمام,1
دستاهتون,1
یاتغییرش,1
وپریدن,1
هربرنامه,1
129318,1
تبت,1
پائینترین,1
تأسف,1
نمیچرخه,1
آزاردهندست,1
مرتباً,1
میخونم,1
microsoft,1
آلومینیومی,1
رزلوشن,1
1440,1
2160,1
3k,1
ولیل,1
گالری,1
آخریش,1
ماننده,1
پولورایز,1
کارک,1
عده,1
اسکریپت,1
عاجز,1
میشیه,1
html,1
علائم,1
جاواسکریپت,1
نزن,1
مسافرتی,1
حدود3,1
نود,1
یاورم,1
پانصد,1
بالام,1
متون,1
کاستم,1
مستحضرید,1
دوربینِ,1
شارژشدن,1
ایدئال,1
epub,1
ترجیحاً,1
switch,1
قلمشو,1
جانبیشو,1
کنیذ,1
مشه,1
صفش,1
خشه,1
تبلتا,1
ولش,1
مجبوری,1
نمیفهمی,1
همزمانی,1
ویدوئوها,1
نیستین,1
شارژهمه,1
سلول,1
کارآمدی,1
تولد,1
پیشش,1
اونورترش,1
درگاهش,1
غیرفعال,1
افلاین,1
اردیبهشت,1
گرانای,1
مادریرد,1
فیلیمو,1
هدفم,1
توانشو,1
هایایستا,1
فیس,1
اسفالت,1
کابردی,1
معتبریه,1
ساپرت,1
کارتِ,1
hotspotگوشیتون,1
دائما,1
جیبی,1
موقعه,1
پریدگی,1
استفاد,1
دنگ,1
وفنگ,1
فکتوری,1
قدرشو,1
بدونین,1
قیمتهای,1
جاشون,1
همگانیه,1
اسکوییکی,1
انیمیشن,1
مکینتاش,1
تعامل,1
افزاریو,1
ادوبی,1
فوتوشاپو,1
ایلاستریتوره,1
بسایر,1
هماهنگه,1
اونه,1
تحیه,1
آزمون,1
آشناییت,1
ناحق,1
واقعه,1
ناحقه,1
لطفی,1
امیتازات,1
پرشده,1
خونشو,1
مبحث,1
7هسته,1
مثاله,1
تسکو,1
80تومنی,1
دمارو,1
74,1
تهدید,1
بزرگیم,1
دونست,1
مختونه,1
میزون,1
5ساعت,1
کچ,1
سیپیو,1
لبت,1
آکادمیک,1
دانشگاه,1
کیبوبیس,1
سیبیلیوس,1
قدیمیه,1
150پایین,1
3400000میرسه,1
گر,1
عکاسمه,1
مادربرد,1
4تومنی,1
ذاره,1
4تومنه,1
حاله,1
تاج,1
تابی,1
میدیدن,1
عاللللیییی,1
بیناننه,1
اتورانش,1
حامی,1
نبینم,1
gb,1
درایوسی,1
آنبورد,1
geforce,1
صلب,1
FHD,1
خوشبینانه,1
85دصد,1
شارژه,1
20درصد,1
یانه,1
نفرستاده,1
میفرستیم,1
نمیدونستم,1
گیگاهرتز,1
گرافیکیشم,1
Bios,1
AHCI,1
IDE,1
خریدشم,1
استقبالی,1
نظراتشونو,1
خوبیای,1
2gb,1
مدلسازی,1
راینو,1
گرافیکه,1
محاسباتش,1
انتخاببرای,1
باهاشون,1
اصلاحش,1
تحمیل,1
باحال,1
جذابیتش,1
کهسیم,1
پوشونه,1
شکنن,1
عینا,1
Maximum,1
سورپرایز,1
زیباییشو,1
تعارف,1
کمشون,1
بریک,1
یدکیش,1
آمپراژ,1
AutoCAD,1
3Dmax,1
N552VW,1
سیستمها,1
مهندسیه,1
ابنو,1
راهنماییتون,1
میزنش,1
نیاره,1
بزرگیه,1
اونارو,1
نکتش,1
نمکینه,1
بکوب,1
داغی,1
رندرگرفتن,1
هادرد,1
غرور,1
پایانی,1
چیزاس,1
اطرافیانم,1
زیباش,1
آزاردهندس,1
سیوینگ,1
روزمزه,1
وزنشه,1
کاربریش,1
پردازنذه,1
مکبوک٬,1
تره٬,1
افزارا,1
اکه,1
ویرچوال,1
سیستمتون,1
شباهت,1
مکفی,1
پریمیر,1
تاپvaio,1
نمیداد,1
داشتی,1
نمیومدی,1
کوچگترین,1
میاریم,1
vو,1
شارژرش,1
نمایششم,1
شارژشم,1
شارژرشم,1
گارد,1
VB,1
352,1
تازگى,1
خریدارى,1
عزیزانى,1
کاراى,1
گرافیکى,1
سونى,1
ى,1
دقیقاً,1
بیزینس,1
لحظ,1
حافظهssd,1
سردرنمیارم,1
عمرانم,1
تماام,1
کارشناسی,1
بعدم,1
میتوتم,1
نامردی,1
ارجینالش,1
دقیقتر,1
هماهنگیه,1
pes2018,1
نخریدن,1
فارکرای3,1
سویش,1
ویژوال,1
ایلوستریتور,1
بجاش,1
اولاش,1
انگشتتون,1
خواستن,1
دانشکاه,1
مانیتورهای,1
استوک,1
اونطور,1
نتونم,1
700mb,1
مشکلیه,1
مشهود,1
هیبرید,1
اونچنان,1
انتقالات,1
نگیریم,1
وبررسی,1
ایرادای,1
king43,1
SDRW,1
08U5S,1
External,1
Drive,1
وخوشحالم,1
ملاکشون,1
میگردن,1
کنجکاوی,1
PHPStorm,1
حلا,1
بالاترش,1
اوریجینال,1
لبتا,1
شتی,1
A541UJ,1
سبب,1
طراخی,1
میدیم,1
همخم,1
درایوری,1
بسازش,1
فرقشون,1
بدنس,1
المینیومه,1
احساسه,1
بوتشم,1
المینیوم,1
ارزشیه,1
برنامهASUS,1
TweakII,1
بوست,1
سایلنس,1
اورکلاک,1
75تا,1
تصویرم,1
بزار,1
gt,1
89,1
77تا79,1
76,1
voltage,1
memory,1
نزنید,1
سوختگی,1
لوکا,1
ظریفی,1
ضیعفه,1
میگیم,1
پیشنها,1
x552,1
k552,1
هواگرام,1
نمیباشد,1
قیلی,1
ریفرشی,1
مطمینم,1
اینده,1
گذاریمشان,1
دانشگاهی,1
حملشو,1
مثبتیه,1
هارش,1
محدودکننده,1
دارش,1
تقدیر,1
بایست,1
راهنمائی,1
کالاهائی,1
اینچنین,1
طوفانیه,1
قشر,1
آینکه,1
حیطه,1
علمی,1
بخوان,1
فینگر,1
مورده,1
چویی,1
مضاعف,1
بسم,1
699,1
rom,1
Cor,1
اورجینالم,1
fifa18,1
خوشگلیه,1
بالاش,1
نمیارید,1
کارتخوان,1
نیازهاتونو,1
نیازتونو,1
نمایشگرش,1
صرفرو,1
ارمغان,1
اختصاصیش,1
ادعا,1
حای,1
تفاوتشونه,1
کیلر,1
iها,1
واقیت,1
لپتات,1
کابر,1
لپاپ,1
دلگیر,1
ستگاه,1
مرکز,1
ساختاری,1
هامی,1
یوش,1
انحنا,1
لبتال,1
دراو,1
Rom,1
انتضار,1
بدونه,1
شار,1
زر,1
یهای,1
دادمش,1
نرند,1
قیمتیا,1
تصورم,1
ENDLESS,1
درایورهارو,1
17روز,1
ریدرش,1
دوسه,1
دیش,1
شدستش,1
زیای,1
xزیاد,1
kرو,1
نویسنده,1
واسطون,1
گیریه,1
لا,1
علتشم,1
مخه,1
گذاشتید,1
درنمیاد,1
سیسستم,1
دردنخوریه,1
داغونی,1
اصولاً,1
مکافات,1
دستگاها,1
بایوسش,1
Esc,1
F7,1
delete,1
diskpart,1
چشمگیری,1
متوسطیه,1
کاربردش,1
خوبشون,1
آلمینیومه,1
طراهی,1
میزارینش,1
فکرکنن,1
دستگاست,1
قمیتش,1
خریدمم,1
هردش,1
لغ,1
8gb,1
corei7,1
شارژو,1
درابورای,1
افزاراش,1
نابود,1
عمرا,1
اذیتش,1
بینانه,1
میذاره,1
بترین,1
دیدگاه,1
پیشهناد,1
بهمن,1
دیجـــی,1
کـــــالــای,1
تلف,1
Cori7,1
کیبوردشم,1
خوبیم,1
مشکلاتیم,1
ci3,1
ci5,1
طبل,1
براومده,1
رادیاتورش,1
نوازه,1
Y5070,1
خوشکل,1
دوچندان,1
کدومشون,1
نمیرسن,1
2ماهه,1
باتریض,1
یدنه,1
1ترا,1
وگرفیک,1
پو,1
مشگل,1
تحدیل,1
Gta,1
خالم,1
سالشه,1
میخاست,1
روانه,1
عملکرر,1
میخابد,1
درومد,1
سروکار,1
پدرمو,1
میخونه,1
UEFI,1
نخریدد,1
3روزه,1
k456uf,1
عمدی,1
X456UF,1
هایبرید,1
تعدا,1
دوشتان,1
مخوصا,1
میموند,1
بکندا,1
میکندد,1
تیوتی,1
ماوسش,1
اوردند,1
میبرید,1
طلاییش,1
دوتاشم,1
تکونش,1
شُلِه,1
لَق,1
حتمآ,1
مشهوده,1
صفخه,1
پرید,1
کانتر,1
متضرر,1
برسانم,1
روشی,1
کالیبر,1
Splendid,1
دلایلی,1
Data,1
Table,1
install,1
resolution,1
color,1
management,1
my,1
this,1
ایتدای,1
نکردید,1
browse,1
change,1
system,1
defaults,1
calibration,1
close,1
devices,1
پروفایل,1
کالیبراسیون,1
گدام,1
defult,1
عمودیش,1
رنگهاشدیدا,1
65درصد,1
splendit,1
پروفایلهای,1
icc,1
وینوز,1
میکه,1
HEVC,1
ویدیوMKV,1
کردالبته,1
Decode,1
potplayer,1
HW,1
acceleration,1
فنcpu,1
mm,1
z,1
پرتها,1
سفتن,1
سفتیشون,1
عکسی,1
مشابهی,1
pentium,1
n4200,1
مگاهرتزه,1
8800gt,1
cod,1
متصدی,1
حوصه,1
خوشرویی,1
سیوش,1
جوابه,1
ابنکه,1
فایوه,1
6200,1
ثالثادو,1
ناپه,1
اینکهSSD,1
وحساس,1
Visual,1
Studio,1
پرورپوزالم,1
گرفتارم,1
گاراننتی,1
دانشگاهیی,1
فتو,1
شاپ,1
ایلستریتور,1
کیو,1
باطریشه,1
اریجینال,1
کلیکهای,1
اینجوریاست,1
داریش,1
راسی,1
ببردش,1
میخاسم,1
بتز,1
ناچار,1
سنگینم,1
میکونه,1
battlefield1رو,1
کیبیورد,1
چش,1
قرمزشو,1
بزور,1
عصبانی,1
لیبل,1
64بیت,1
پریزهای,1
افزاریشم,1
borde,1
نسبن,1
خاصیه,1
دویدی,1
ااولن,1
میزاریم,1
دیویدی,1
ایمیج,1
آنبرد,1
اقدامی,1
راستم,1
باهش,1
2ماهی,1
کانفیگی,1
هاردشون,1
نمیخوای,1
میگنه,1
کمترش,1
قوتشم,1
دوتاشون,1
دلایلشون,1
لنوا,1
خییییلی,1
راحتیا,1
tft,1
لپتاپیه,1
ریجکتشون,1
نامعتبر,1
بهانه,1
رهجو,1
گستر,1
شرکتو,1
نخورین,1
پاورپوینت,1
کائم,1
وسترن,1
520,1
cpuz,1
Fn,1
Ctrl,1
i,1
زنیم,1
screen,1
refresh,1
rate,1
تاچپد,1
Devices,1
Touchpad,1
Additional,1
Options,1
Advanced,1
Palm,1
Check,1
Threshold,1
مینیمم,1
ناسا,1
بالشم,1
ثینک,1
تایپی,1
کارمه,1
نماش,1
ماتش,1
هرجای,1
نباشم,1
نقلش,1
سامانه,1
هاردشم,1
نیازهامو,1
ایمنش,1
میذاشتن,1
لگه,1
موسسه,1
توفیق,1
نهاوند,1
صحبتم,1
یلدای,1
بندازیم,1
نجربه,1
بدجور,1
انعکاس,1
نبینید,1
کیبود,1
تینکپد,1
جوی,1
استک,1
اسکرولهستش,1
میراث,1
IBM,1
فورس,1
940,1
تقدیره,1
DDR3,1
مبالغ,1
E570,1
خفن,1
صیقلی,1
Type,1
کاربرها,1
سروکارشون,1
تراشی,1
رسیم,1
ممدل,1
ابونتو,1
دوال,1
T60,1
دمشون,1
اکسترنالشم,1
battlefield,1
mafia3,1
مدیای,1
خلاقیتهای,1
دوماهی,1
دارمو,1
تبلیغاتشو,1
csgo,1
cool,1
عکلکرد,1
تراش,1
فایلاتونو,1
HHD,1
اسپیکرشم,1
قیولی,1
میشناسه,1
ارزونم,1
ریپلای,1
ubuntu,1
مذکور,1
میخواهیم,1
جنیون,1
مرجع,1
برمیگشت,1
تسک,1
90تا,1
نامعلوم,1
خطرناک,1
برمیدارن,1
Farcry3,1
NFS,1
Most,1
7200u,1
واقعیه,1
8350u,1
کنونی,1
معمولیع,1
بیشینه,1
وااقعا,1
بآلاترین,1
بنابر,1
6006u,1
ششمه,1
کارائی,1
جونش,1
اثرانگشته,1
بحثی,1
دلمو,1
تاپاست,1
شرشر,1
یواش,1
خندیده,1
کبورد,1
پایپ,1
ادغام,1
آیکونش,1
لپتابو,1
usbویندوز,1
هفتو,1
ریختیددر,1
وحتما,1
فلتشو,1
کوچیکم,1
غبعد,1
مهتابی,1
نرین,1
یازده,1
شبانه,1
نمیزدن,1
مننون,1
گذاشتین,1
خوندین,1
زمستون,1
hi,1
قدبمی,1
ddr4هست,1
وحتی,1
والبته,1
وافراد,1
اینکاره,1
اداب,1
پریمر,1
نمیخوان,1
یسالی,1
acer,1
شرایطش,1
اشکالاتی,1
اهمیتی,1
حیچ,1
مشخسات,1
اولیش,1
بشمارید,1
شدنشه,1
پریروز,1
لپتابی,1
user,1
account,1
control,1
مونیتر,1
ویندوزها,1
هیییچ,1
درایورهایی,1
قدیمیم,1
وسترو,1
1520,1
آشغال,1
سمتش,1
نمیرم,1
آیند,1
میخورند,1
Standby,1
هایم,1
pack,1
بندازم,1
نریختم,1
ASUA,1
نهاد,1
افیس,1
rw,1
صل,1
نپره,1
دایدر,1
فیلمم,1
فارسیم,1
نداررره,1
ومن,1
backlight,1
میخوامبعد,1
1پورت,1
USB2,1
دیتاها,1
ترینه,1
300تا,1
500مگ,1
حدود1سال,1
تجربیاتی,1
شماها,1
حدود7,1
8ماه,1
افزاریه,1
بفهمم,1
چشه,1
وسیلست,1
مسافرته,1
آه,1
بساط,1
همراهتون,1
نوشتنه,1
کاریه,1
هاردشه,1
دسترستون,1
بشتر,1
Ubuntu,1
لینوکسی,1
skype,1
chrome,1
کاراکترها,1
منفیم,1
لنو,1
زمینس,1
سرجمع,1
مثارف,1
نبودنشه,1
اونام,1
تمییز,1
Radeon,1
R5,1
M430,1
کاکرد,1
چیزخوبیه,1
تنهامشکلی,1
بعدازیه,1
خرخری,1
کمیه,1
ازناحیه,1
دیسکش,1
سردر,1
گمی,1
لمسشون,1
ناخوشاینده,1
میداشتم,1
رواله,1
میریزی,1
پنهان,1
نمیکشم,1
بزنیدش,1
میکردی,1
تاپش,1
Lcd,1
1972,1
1752,1
764,1
استعلام,1
digi,1
تونستنم,1
310,1
ساختِ,1
مصداق,1
المثل,1
بدهی,1
E5080,1
آلی,1
بحواهید,1
میسوزی,1
باتریشو,1
دربیاری,1
assistant,1
نمیخریدم,1
cpuش,1
ناراضیم,1
نتونست,1
گهگاه,1
خطی,1
ناشیگری,1
سنگینیم,1
چیکارش,1
بردش,1
ازکلیاتش,1
صدرصد,1
ببرینش,1
اعم,1
ارجاع,1
اومدند,1
درحالیکه,1
حاضرهم,1
ریزد,1
وبجز,1
کرافیکش,1
کزینه,1
هستو,1
ویروسه,1
آمریکاییه,1
لت,1
جفتش,1
میدارند,1
ببرش,1
داخلشم,1
میدارن,1
میبندن,1
امتیازش,1
سلرون,1
خانوما,1
4داره,1
1ساعت,1
توقسمت,1
PES2016,1
بزارن,1
ردم,1
میه,1
نیسین,1
ضعفیی,1
قبلیمو,1
مچتونو,1
1روزه,1
I5,1
نمیش,1
ایشالا,1
کلیمو,1
میزاشتن,1
علارغم,1
هدایایی,1
هدفتون,1
اشانتیونه,1
نیستا,1
فیلمارو,1
پیداشون,1
دوشنبه,1
میارو,1
اوک,1
اینترنتو,1
1تا1,1
رمو,1
درایوره,1
لچ,1
همراهی,1
قویتره,1
کوری,1
ازهرلحاظ,1
شدبه,1
FN,1
دمدستی,1
راضى,1
فیمت,1
پرقدرتی,1
ویندوط,1
mbr,1
gpt,1
پرفورمنس,1
بخرسد,1
حدو,1
SPECTRE,1
الترا,1
قدرتمندش,1
کسانیست,1
Hybrid,1
هستد,1
ولیلی,1
یاهشت,1
بایه,1
ودل,1
pesاز,1
انشالا,1
Dell,1
Vostro,1
1510,1
گیرکردنه,1
عملکردی,1
تاپم,1
لپتاپتون,1
مضخرفه,1
سومین,1
کاملاسالمه,1
هتوز,1
خوبه1ماهه,1
عایه,1
خودتو,1
K750,1
ارکیسون,1
چیزهاش,1
n501jw,1
لولاشه,1
میاین,1
درآوردم,1
زیادنمیشه,1
رقیباش,1
یواس,1
3لپ,1
100بهش100می,1
وتوپ,1
پورتهاش,1
بناچار,1
نمینویسم,1
ویدوزی,1
نویسها,1
مناسبتره,1
لپتاپایه,1
کارایه,1
اپس,1
فکرشو,1
جوابگویه,1
بازیایه,1
دان,1
بدبختی,1
دانلودشون,1
ظاهرآ,1
کاملآ,1
بیلد,1
اجباراً,1
میفروشن,1
ADSL,1
اینچنینی,1
تبادل,1
مگابیت,1
بخاد,1
محدودش,1
نخواین,1
پورتها,1
مشکلشون,1
باخبرند,1
وزژن,1
لگم,1
متنو,1
ASSASINS,1
CREED,1
SYNDICATE,1
FARCRY,1
MAFIA3,1
Juste,1
cause,1
For,1
Rivals,1
watch,1
dogs,1
نتیجتا,1
اسکایپ,1
2GB,1
مشکلاتش,1
پوت,1
صباحی,1
بشینه,1
شینن,1
جمعی,1
بشینید,1
Disk,1
Management,1
نگیرین,1
مزخرفی,1
هاردو,1
جفتمون,1
5500,1
amd,1
2g,1
اضافیه,1
نمیماند,1
ispزیاد,1
ایسرf5گرفتم,1
fhdاست,1
رقیبش,1
9وزنشان,1
f5,1
وتجربه,1
عارض,1
عبارتند,1
اینهاکه,1
بودالبته,1
درخشان,1
وباکیفیت,1
طنز,1
جفتشون,1
رسونه,1
آزارت,1
عملکردهاش,1
تصویرهای,1
اضافش,1
میکردند,1
تورو,1
فرهادی,1
Synaptics,1
Touch,1
875,1
برراحتی,1
اراعه,1
قشنگیه,1
4ساعت,1
boot,1
بیارد,1
دنبالشو,1
تقرییبا,1
بتمن,1
آرخام,1
نایت,1
سیندیکیت,1
آپس,1
رایولز,1
کامبت,1
ندیدیم,1
اکسل,1
ضعفاش,1
هموناییه,1
استیکر,1
حله,1
عملش,1
بارم,1
مشتریه,1
ثابتشم,1
الحمدالله,1
دیزاینش,1
ضعیفیه,1
دونش,1
بتونن,1
زرق,1
بیهوده,1
نتنها,1
دلنشینی,1
O,1
بنام,1
نزد,1
جالبیه,1
Beat,1
طمطراق,1
چشممون,1
لعاب,1
Fhd,1
آزمایش,1
2بعدی,1
نریختین,1
نوبت,1
شیطنت,1
Nvidia,1
سیخ,1
ماژول,1
شرمنده,1
ببرنش,1
چال,1
خوشبخت,1
جسته,1
نمیشنوین,1
bios,1
تغییره,1
نحیف,1
لبخند,1
خوشگلی,1
میاندیشین,1
ناممکن,1
فراریه,1
پورش,1
قلب,1
تپنده,1
نر,1
pes16,1
برنخوردم,1
BlueScreen,1
وجودش,1
autocad,1
rhino,1
کرش,1
کالاگرفتم,1
تشکرمیکنم,1
واقعابسته,1
بودظرف,1
مدت24ساعت,1
رسیدلپتاپ,1
ازنظرظاهری,1
وتقریباسخت,1
درایورهاشوازسایت,1
hpگرفتم,1
شدcpuکم,1
وبیصدایی,1
بدنشم,1
ویندوز8,1
1نصب,1
شددرکل,1
باتشکرحمیدصالحزهی,1
سال93,1
100درصد,1
لرای,1
متداول,1
شکیلی,1
دوتاش,1
نقایسه,1
همونقدر,1
عقبه,1
مخلوطی,1
گیمینگه,1
همچنینیدرگاه,1
Charger,1
کولینگ,1
ضعیفتره,1
SD,1
Card,1
جدوله,1
Review,1
